year,round,team,points,w,d,l,gf,ga,gd,position
2006,26,Gremio,45,13,6,7,45,33,12,2
2006,26,Internacional,44,12,8,6,35,28,7,3
2006,26,Santos,43,12,7,7,40,24,16,4
2006,26,Parana,40,12,4,10,40,33,7,5
2006,26,Vasco,38,9,11,6,33,33,0,6
2006,26,Cruzeiro,37,10,7,9,37,28,9,7
2006,26,Figueirense,36,9,9,8,37,33,4,8
2006,26,Athletico-PR,35,10,5,11,36,37,-1,9
2006,26,Juventude,35,10,5,11,26,27,-1,10
2006,26,Fluminense,34,9,7,10,37,41,-4,11
2006,26,Botafogo-RJ,34,8,10,8,35,32,3,12
2006,26,Palmeiras,33,9,6,11,40,45,-5,13
2006,26,Flamengo,33,9,6,11,26,31,-5,14
2006,26,Goias,33,8,9,9,36,33,3,15
2006,26,Corinthians,32,9,5,12,25,32,-7,16
2006,26,Ponte Preta,30,8,6,12,33,48,-15,17
2006,26,Sao Caetano,26,6,8,12,25,35,-10,18
2006,26,Fortaleza,26,5,11,10,30,40,-10,19
2006,26,Santa Cruz,24,6,6,14,29,46,-17,20
2006,27,Sao Paulo,53,15,8,4,46,28,18,1
2006,27,Gremio,48,14,6,7,47,34,13,2
2006,27,Santos,46,13,7,7,43,24,19,3
2006,27,Internacional,44,12,8,7,36,30,6,4
2006,27,Parana,43,13,4,10,42,34,8,5
2006,27,Cruzeiro,40,11,7,9,39,29,10,6
2006,27,Juventude,38,11,5,11,29,29,0,7
2006,27,Vasco,38,9,11,7,34,38,-4,8
2006,27,Botafogo-RJ,37,9,10,8,38,32,6,9
2006,27,Figueirense,37,9,10,8,38,34,4,10
2006,27,Flamengo,36,10,6,11,30,32,-2,11
2006,27,Goias,36,9,9,9,38,34,4,12
2006,27,Athletico-PR,35,10,5,12,38,40,-2,13
2006,27,Fluminense,34,9,7,11,38,45,-7,14
2006,27,Palmeiras,33,9,6,12,41,47,-6,15
2006,27,Corinthians,32,9,5,13,25,35,-10,16
2006,27,Ponte Preta,30,8,6,13,34,50,-16,17
2006,27,Fortaleza,27,5,12,10,31,41,-10,18
2006,27,Sao Caetano,26,6,8,13,26,37,-11,19
2006,27,Santa Cruz,24,6,6,15,29,49,-20,20
2006,28,Sao Paulo,56,16,8,4,48,29,19,1
2006,28,Santos,49,14,7,7,44,24,20,2
2006,28,Gremio,48,14,6,8,47,35,12,3
2006,28,Internacional,47,13,8,7,37,30,7,4
2006,28,Parana,46,14,4,10,45,35,10,5
2006,28,Cruzeiro,41,11,8,9,40,30,10,6
2006,28,Vasco,41,10,11,7,36,38,-2,7
2006,28,Figueirense,40,10,10,8,39,34,5,8
2006,28,Goias,39,10,9,9,41,35,6,9
2006,28,Juventude,38,11,5,12,30,32,-2,10
2006,28,Botafogo-RJ,37,9,10,9,38,33,5,11
2006,28,Athletico-PR,36,10,6,12,39,41,-2,12
2006,28,Palmeiras,36,10,6,12,44,48,-4,13
2006,28,Flamengo,36,10,6,12,31,35,-4,14
2006,28,Fluminense,34,9,7,12,39,47,-8,15
2006,28,Ponte Preta,33,9,6,13,37,51,-14,16
2006,28,Corinthians,32,9,5,14,26,38,-12,17
2006,28,Fortaleza,27,5,12,11,31,43,-12,18
2006,28,Sao Caetano,26,6,8,14,26,38,-12,19
2006,28,Santa Cruz,24,6,6,16,30,52,-22,20
2006,29,Sao Paulo,59,17,8,4,53,29,24,1
2006,29,Gremio,51,15,6,8,49,35,14,2
2006,29,Internacional,50,14,8,7,39,30,9,3
2006,29,Parana,49,15,4,10,46,35,11,4
2006,29,Santos,49,14,7,8,47,28,19,5
2006,29,Vasco,44,11,11,7,40,38,2,6
2006,29,Figueirense,43,11,10,8,41,35,6,7
2006,29,Cruzeiro,42,11,9,9,40,30,10,8
2006,29,Botafogo-RJ,40,10,10,9,42,36,6,9
2006,29,Flamengo,39,11,6,12,34,35,-1,10
2006,29,Goias,39,10,9,10,41,36,5,11
2006,29,Juventude,38,11,5,13,30,37,-7,12
2006,29,Athletico-PR,37,10,7,12,41,43,-2,13
2006,29,Palmeiras,37,10,7,12,46,50,-4,14
2006,29,Fluminense,34,9,7,13,39,49,-10,15
2006,29,Ponte Preta,33,9,6,14,38,53,-15,16
2006,29,Corinthians,32,9,5,15,26,41,-15,17
2006,29,Fortaleza,28,5,13,11,31,43,-12,18
2006,29,Sao Caetano,26,6,8,15,26,40,-14,19
2006,29,Santa Cruz,24,6,6,17,30,56,-26,20
2006,30,Sao Paulo,60,17,9,4,54,30,24,1
2006,30,Internacional,53,15,8,7,41,30,11,2
2006,30,Santos,52,15,7,8,49,29,20,3
2006,30,Gremio,52,15,7,8,50,36,14,4
2006,30,Parana,49,15,4,11,46,37,9,5
2006,30,Vasco,47,12,11,7,43,38,5,6
2006,30,Botafogo-RJ,43,11,10,9,44,37,7,7
2006,30,Figueirense,43,11,10,9,42,37,5,8
2006,30,Flamengo,42,12,6,12,36,35,1,9
2006,30,Cruzeiro,42,11,9,10,40,31,9,10
2006,30,Goias,42,11,9,10,46,39,7,11
2006,30,Athletico-PR,40,11,7,12,45,46,-1,12
2006,30,Juventude,39,11,6,13,31,38,-7,13
2006,30,Palmeiras,37,10,7,13,46,53,-7,14
2006,30,Corinthians,35,10,5,15,27,41,-14,15
2006,30,Fluminense,35,9,8,13,40,50,-10,16
2006,30,Ponte Preta,33,9,6,15,38,55,-17,17
2006,30,Fortaleza,28,5,13,12,34,47,-13,18
2006,30,Sao Caetano,26,6,8,16,27,42,-15,19
2006,30,Santa Cruz,24,6,6,18,33,61,-28,20
2006,31,Sao Paulo,63,18,9,4,56,30,26,1
2006,31,Internacional,56,16,8,7,42,30,12,2
2006,31,Santos,55,16,7,8,50,29,21,3
2006,31,Gremio,55,16,7,8,52,37,15,4
2006,31,Vasco,50,13,11,7,46,39,7,5
2006,31,Parana,49,15,4,12,46,41,5,6
2006,31,Botafogo-RJ,46,12,10,9,46,38,8,7
2006,31,Cruzeiro,45,12,9,10,43,33,10,8
2006,31,Athletico-PR,43,12,7,12,49,46,3,9
2006,31,Figueirense,43,11,10,10,42,39,3,10
2006,31,Flamengo,42,12,6,13,37,38,-1,11
2006,31,Goias,42,11,9,11,48,42,6,12
2006,31,Juventude,39,11,6,14,31,39,-8,13
2006,31,Corinthians,38,11,5,15,28,41,-13,14
2006,31,Palmeiras,37,10,7,14,46,54,-8,15
2006,31,Fluminense,35,9,8,14,41,52,-11,16
2006,31,Ponte Preta,33,9,6,16,39,57,-18,17
2006,31,Fortaleza,31,6,13,12,35,47,-12,18
2006,31,Sao Caetano,26,6,8,17,27,43,-16,19
2006,31,Santa Cruz,24,6,6,19,33,62,-29,20
2006,32,Sao Paulo,64,18,10,4,57,31,26,1
2006,32,Internacional,59,17,8,7,43,30,13,2
2006,32,Santos,55,16,7,9,52,32,20,3
2006,32,Gremio,55,16,7,9,53,39,14,4
2006,32,Parana,50,15,5,12,48,43,5,5
2006,32,Vasco,50,13,11,8,50,45,5,6
2006,32,Athletico-PR,46,13,7,12,55,50,5,7
2006,32,Cruzeiro,46,12,10,10,45,35,10,8
2006,32,Botafogo-RJ,46,12,10,10,46,39,7,9
2006,32,Figueirense,46,12,10,10,44,40,4,10
2006,32,Goias,45,12,9,11,51,43,8,11
2006,32,Flamengo,43,12,7,13,38,39,-1,12
2006,32,Juventude,42,12,6,14,34,41,-7,13
2006,32,Corinthians,41,12,5,15,32,41,-9,14
2006,32,Palmeiras,37,10,7,15,47,57,-10,15
2006,32,Fluminense,36,9,9,14,42,53,-11,16
2006,32,Ponte Preta,34,9,7,16,40,58,-18,17
2006,32,Fortaleza,31,6,13,13,35,51,-16,18
2006,32,Sao Caetano,27,6,9,17,28,44,-16,19
2006,32,Santa Cruz,25,6,7,19,34,63,-29,20
2006,33,Sao Paulo,67,19,10,4,58,31,27,1
2006,33,Internacional,62,18,8,7,44,30,14,2
2006,33,Santos,55,16,7,10,52,33,19,3
2006,33,Gremio,55,16,7,10,53,40,13,4
2006,33,Parana,53,16,5,12,52,45,7,5
2006,33,Vasco,50,13,11,9,51,47,4,6
2006,33,Cruzeiro,49,13,10,10,47,36,11,7
2006,33,Botafogo-RJ,49,13,10,10,48,40,8,8
2006,33,Figueirense,49,13,10,10,45,40,5,9
2006,33,Goias,48,13,9,11,54,43,11,10
2006,33,Athletico-PR,46,13,7,13,55,51,4,11
2006,33,Flamengo,46,13,7,13,39,39,0,12
2006,33,Corinthians,44,13,5,15,33,41,-8,13
2006,33,Juventude,42,12,6,15,34,42,-8,14
2006,33,Palmeiras,37,10,7,16,49,61,-12,15
2006,33,Fluminense,36,9,9,15,43,55,-12,16
2006,33,Ponte Preta,34,9,7,17,41,60,-19,17
2006,33,Fortaleza,31,6,13,14,35,54,-19,18
2006,33,Sao Caetano,30,7,9,17,30,45,-15,19
2006,33,Santa Cruz,25,6,7,20,34,64,-30,20
2006,34,Sao Paulo,70,20,10,4,61,31,30,1
2006,34,Internacional,63,18,9,7,44,30,14,2
2006,34,Gremio,58,17,7,10,55,41,14,3
2006,34,Santos,56,16,8,10,52,33,19,4
2006,34,Parana,53,16,5,13,53,48,5,5
2006,34,Vasco,53,14,11,9,54,48,6,6
2006,34,Flamengo,49,14,7,13,40,39,1,7
2006,34,Cruzeiro,49,13,10,11,48,40,8,8
2006,34,Botafogo-RJ,49,13,10,11,48,43,5,9
2006,34,Figueirense,49,13,10,11,46,43,3,10
2006,34,Goias,48,13,9,12,54,44,10,11
2006,34,Corinthians,47,14,5,15,35,42,-7,12
2006,34,Athletico-PR,46,13,7,14,56,53,3,13
2006,34,Juventude,42,12,6,16,35,44,-9,14
2006,34,Palmeiras,40,11,7,16,52,61,-9,15
2006,34,Fluminense,37,9,10,15,43,55,-12,16
2006,34,Ponte Preta,35,9,8,17,41,60,-19,17
2006,34,Sao Caetano,33,8,9,17,33,46,-13,18
2006,34,Fortaleza,31,6,13,15,35,57,-22,19
2006,34,Santa Cruz,28,7,7,20,38,65,-27,20
2006,35,Sao Paulo,73,21,10,4,63,31,32,1
2006,35,Internacional,66,19,9,7,47,30,17,2
2006,35,Gremio,61,18,7,10,58,43,15,3
2006,35,Santos,59,17,8,10,53,33,20,4
2006,35,Vasco,54,14,12,9,55,49,6,5
2006,35,Parana,53,16,5,14,53,49,4,6
2006,35,Figueirense,50,13,11,11,46,43,3,7
2006,35,Flamengo,49,14,7,14,40,42,-2,8
2006,35,Cruzeiro,49,13,10,12,48,41,7,9
2006,35,Botafogo-RJ,49,13,10,12,49,45,4,10
2006,35,Corinthians,48,14,6,15,35,42,-7,11
2006,35,Goias,48,13,9,13,54,46,8,12
2006,35,Athletico-PR,46,13,7,15,58,56,2,13
2006,35,Palmeiras,43,12,7,16,54,62,-8,14
2006,35,Juventude,43,12,7,16,36,45,-9,15
2006,35,Fluminense,40,10,10,15,44,55,-11,16
2006,35,Ponte Preta,38,10,8,17,44,60,-16,17
2006,35,Sao Caetano,36,9,9,17,36,46,-10,18
2006,35,Fortaleza,31,6,13,16,35,60,-25,19
2006,35,Santa Cruz,28,7,7,21,38,68,-30,20
2006,36,Sao Paulo,74,21,11,4,64,32,32,1
2006,36,Internacional,66,19,9,8,47,31,16,2
2006,36,Gremio,64,19,7,10,61,44,17,3
2006,36,Santos,60,17,9,10,54,34,20,4
2006,36,Vasco,57,15,12,9,56,49,7,5
2006,36,Parana,56,17,5,14,54,49,5,6
2006,36,Figueirense,53,14,11,11,48,43,5,7
2006,36,Cruzeiro,50,13,11,12,49,42,7,8
2006,36,Botafogo-RJ,50,13,11,12,51,47,4,9
2006,36,Flamengo,49,14,7,15,40,44,-4,10
2006,36,Corinthians,49,14,7,15,36,43,-7,11
2006,36,Goias,49,13,10,13,56,48,8,12
2006,36,Athletico-PR,47,13,8,15,59,57,2,13
2006,36,Juventude,46,13,7,16,39,47,-8,14
2006,36,Palmeiras,43,12,7,17,56,65,-9,15
2006,36,Fluminense,41,10,11,15,45,56,-11,16
2006,36,Ponte Preta,38,10,8,18,44,61,-17,17
2006,36,Sao Caetano,36,9,9,18,36,47,-11,18
2006,36,Fortaleza,34,7,13,16,36,60,-24,19
2006,36,Santa Cruz,28,7,7,22,39,71,-32,20
2006,37,Sao Paulo,77,22,11,4,66,32,34,1
2006,37,Internacional,69,20,9,8,51,32,19,2
2006,37,Gremio,67,20,7,10,64,44,20,3
2006,37,Santos,61,17,10,10,55,35,20,4
2006,37,Parana,59,18,5,14,56,49,7,5
2006,37,Vasco,58,15,13,9,57,50,7,6
2006,37,Figueirense,56,15,11,11,52,44,8,7
2006,37,Goias,52,14,10,13,59,48,11,8
2006,37,Botafogo-RJ,51,13,12,12,51,47,4,9
2006,37,Corinthians,50,14,8,15,36,43,-7,10
2006,37,Cruzeiro,50,13,11,13,49,44,5,11
2006,37,Flamengo,49,14,7,16,40,47,-7,12
2006,37,Athletico-PR,47,13,8,16,60,61,-1,13
2006,37,Juventude,47,13,8,16,41,49,-8,14
2006,37,Fluminense,44,11,11,15,47,57,-10,15
2006,37,Palmeiras,43,12,7,18,57,69,-12,16
2006,37,Ponte Preta,38,10,8,19,44,64,-20,17
2006,37,Sao Caetano,36,9,9,19,36,49,-13,18
2006,37,Fortaleza,35,7,14,16,38,62,-24,19
2006,37,Santa Cruz,28,7,7,23,40,73,-33,20
2006,38,Sao Paulo,78,22,12,4,66,32,34,1
2006,38,Internacional,69,20,9,9,52,36,16,2
2006,38,Gremio,67,20,7,11,64,45,19,3
2006,38,Santos,64,18,10,10,58,36,22,4
2006,38,Parana,60,18,6,14,56,49,7,5
2006,38,Vasco,59,15,14,9,57,50,7,6
2006,38,Figueirense,57,15,12,11,52,44,8,7
2006,38,Goias,55,15,10,13,63,49,14,8
2006,38,Corinthians,53,15,8,15,41,46,-5,9
2006,38,Cruzeiro,53,14,11,13,52,45,7,10
2006,38,Flamengo,52,15,7,16,44,48,-4,11
2006,38,Botafogo-RJ,51,13,12,13,52,50,2,12
2006,38,Athletico-PR,48,13,9,16,61,62,-1,13
2006,38,Juventude,47,13,8,17,44,54,-10,14
2006,38,Fluminense,45,11,12,15,48,58,-10,15
2006,38,Palmeiras,44,12,8,18,58,70,-12,16
2006,38,Ponte Preta,39,10,9,19,45,65,-20,17
2006,38,Fortaleza,38,8,14,16,39,62,-23,18
2006,38,Sao Caetano,36,9,9,20,37,53,-16,19
2006,38,Santa Cruz,28,7,7,24,41,76,-35,20
2007,1,Athletico-PR,3,1,0,0,6,3,3,1
2007,1,Sport,3,1,0,0,4,1,3,2
2007,1,Parana,3,1,0,0,3,0,3,3
2007,1,Palmeiras,3,1,0,0,4,2,2,4
2007,1,Sao Paulo,3,1,0,0,2,0,2,5
2007,1,Botafogo-RJ,3,1,0,0,3,2,1,6
2007,1,Atletico-MG,3,1,0,0,2,1,1,7
2007,1,Corinthians,3,1,0,0,1,0,1,8
2007,1,Vasco,3,1,0,0,1,0,1,9
2007,1,Cruzeiro,1,0,1,0,2,2,0,10
2007,1,Fluminense,1,0,1,0,2,2,0,11
2007,1,Internacional,0,0,0,1,2,3,-1,12
2007,1,Nautico,0,0,0,1,1,2,-1,13
2007,1,Juventude,0,0,0,1,0,1,-1,14
2007,1,America-RN,0,0,0,1,0,1,-1,15
2007,1,Flamengo,0,0,0,1,2,4,-2,16
2007,1,Goias,0,0,0,1,0,2,-2,17
2007,1,Figueirense,0,0,0,1,3,6,-3,18
2007,1,Santos,0,0,0,1,1,4,-3,19
2007,1,Gremio,0,0,0,1,0,3,-3,20
2007,2,Athletico-PR,6,2,0,0,8,4,4,1
2007,2,Parana,6,2,0,0,5,1,4,2
2007,2,Corinthians,6,2,0,0,4,0,4,3
2007,2,Palmeiras,6,2,0,0,6,3,3,4
2007,2,Vasco,6,2,0,0,4,1,3,5
2007,2,Botafogo-RJ,6,2,0,0,5,3,2,6
2007,2,Sport,3,1,0,1,5,4,1,7
2007,2,Sao Paulo,3,1,0,1,2,1,1,8
2007,2,Flamengo,3,1,0,1,5,5,0,9
2007,2,Atletico-MG,3,1,0,1,3,3,0,10
2007,2,America-RN,3,1,0,1,3,3,0,11
2007,2,Nautico,3,1,0,1,2,2,0,12
2007,2,Gremio,3,1,0,1,2,3,-1,13
2007,2,Fluminense,1,0,1,1,2,4,-2,14
2007,2,Cruzeiro,1,0,1,1,2,5,-3,15
2007,2,Internacional,0,0,0,2,3,5,-2,16
2007,2,Juventude,0,0,0,2,1,3,-2,17
2007,2,Figueirense,0,0,0,2,4,8,-4,18
2007,2,Santos,0,0,0,2,3,7,-4,19
2007,2,Goias,0,0,0,2,1,5,-4,20
2007,3,Parana,9,3,0,0,9,4,5,1
2007,3,Corinthians,7,2,1,0,4,0,4,2
2007,3,Vasco,7,2,1,0,6,3,3,3
2007,3,Palmeiras,7,2,1,0,6,3,3,4
2007,3,Botafogo-RJ,7,2,1,0,7,5,2,5
2007,3,Athletico-PR,6,2,0,1,8,5,3,6
2007,3,Gremio,6,2,0,1,3,3,0,7
2007,3,Fluminense,4,1,1,1,5,4,1,8
2007,3,Sao Paulo,4,1,1,1,2,1,1,9
2007,3,Flamengo,4,1,1,1,7,7,0,10
2007,3,Nautico,4,1,1,1,4,4,0,11
2007,3,Atletico-MG,4,1,1,1,3,3,0,12
2007,3,Sport,3,1,0,2,5,5,0,13
2007,3,America-RN,3,1,0,2,3,4,-1,14
2007,3,Goias,3,1,0,2,4,6,-2,15
2007,3,Figueirense,3,1,0,2,5,8,-3,16
2007,3,Santos,3,1,0,2,4,7,-3,17
2007,3,Cruzeiro,1,0,1,2,5,9,-4,18
2007,3,Juventude,0,0,0,3,2,6,-4,19
2007,3,Internacional,0,0,0,3,3,8,-5,20
2007,4,Botafogo-RJ,10,3,1,0,10,5,5,1
2007,4,Parana,9,3,0,1,9,5,4,2
2007,4,Corinthians,8,2,2,0,5,1,4,3
2007,4,Vasco,8,2,2,0,7,4,3,4
2007,4,Athletico-PR,7,2,1,1,9,6,3,5
2007,4,Sao Paulo,7,2,1,1,3,1,2,6
2007,4,Palmeiras,7,2,1,1,7,6,1,7
2007,4,Figueirense,6,2,0,2,7,9,-2,8
2007,4,Gremio,6,2,0,2,3,6,-3,9
2007,4,Fluminense,5,1,2,1,6,5,1,10
2007,4,Flamengo,5,1,2,1,9,9,0,11
2007,4,Atletico-MG,5,1,2,1,4,4,0,12
2007,4,Sport,4,1,1,2,7,7,0,13
2007,4,Cruzeiro,4,1,1,2,8,10,-2,14
2007,4,Nautico,4,1,1,2,4,6,-2,15
2007,4,Santos,4,1,1,2,5,8,-3,16
2007,4,Juventude,3,1,0,3,5,6,-1,17
2007,4,Goias,3,1,0,3,5,8,-3,18
2007,4,Internacional,3,1,0,3,5,8,-3,19
2007,4,America-RN,3,1,0,3,3,7,-4,20
2007,5,Vasco,11,3,2,0,11,4,7,1
2007,5,Botafogo-RJ,11,3,2,0,11,6,5,2
2007,5,Corinthians,11,3,2,0,7,2,5,3
2007,5,Parana,10,3,1,1,13,9,4,4
2007,5,Figueirense,9,3,0,2,11,9,2,5
2007,5,Fluminense,8,2,2,1,9,5,4,6
2007,5,Palmeiras,8,2,2,1,8,7,1,7
2007,5,Atletico-MG,8,2,2,1,5,4,1,8
2007,5,Sao Paulo,7,2,1,2,3,2,1,9
2007,5,Athletico-PR,7,2,1,2,9,9,0,10
2007,5,Goias,6,2,0,3,8,8,0,11
2007,5,Juventude,6,2,0,3,8,8,0,12
2007,5,Internacional,6,2,0,3,6,8,-2,13
2007,5,Gremio,6,2,0,3,3,10,-7,14
2007,5,Nautico,5,1,2,2,8,10,-2,15
2007,5,Flamengo,5,1,2,2,9,13,-4,16
2007,5,Cruzeiro,4,1,1,3,10,13,-3,17
2007,5,Sport,4,1,1,3,7,10,-3,18
2007,5,Santos,4,1,1,3,5,9,-4,19
2007,5,America-RN,3,1,0,4,4,9,-5,20
2007,6,Botafogo-RJ,14,4,2,0,15,6,9,1
2007,6,Corinthians,12,3,3,0,7,2,5,2
2007,6,Parana,11,3,2,1,13,9,4,3
2007,6,Atletico-MG,11,3,2,1,9,5,4,4
2007,6,Vasco,11,3,2,1,11,8,3,5
2007,6,Sao Paulo,10,3,1,2,5,2,3,6
2007,6,Goias,9,3,0,3,11,9,2,7
2007,6,Figueirense,9,3,0,3,12,13,-1,8
2007,6,Fluminense,9,2,3,1,10,6,4,9
2007,6,Athletico-PR,8,2,2,2,10,10,0,10
2007,6,Palmeiras,8,2,2,2,9,10,-1,11
2007,6,Cruzeiro,7,2,1,3,12,13,-1,12
2007,6,Internacional,7,2,1,3,8,10,-2,13
2007,6,Santos,7,2,1,3,7,9,-2,14
2007,6,Juventude,6,2,0,4,8,10,-2,15
2007,6,Gremio,6,2,0,4,3,12,-9,16
2007,6,Flamengo,6,1,3,2,11,15,-4,17
2007,6,Sport,5,1,2,3,9,12,-3,18
2007,6,Nautico,5,1,2,3,9,13,-4,19
2007,6,America-RN,4,1,1,4,6,11,-5,20
2007,7,Botafogo-RJ,17,5,2,0,18,7,11,1
2007,7,Parana,14,4,2,1,14,9,5,2
2007,7,Sao Paulo,13,4,1,2,7,2,5,3
2007,7,Goias,12,4,0,3,13,9,4,4
2007,7,Fluminense,12,3,3,1,11,6,5,5
2007,7,Corinthians,12,3,3,1,7,3,4,6
2007,7,Athletico-PR,11,3,2,2,12,10,2,7
2007,7,Atletico-MG,11,3,2,2,11,9,2,8
2007,7,Vasco,11,3,2,2,11,10,1,9
2007,7,Cruzeiro,10,3,1,3,16,15,1,10
2007,7,Figueirense,10,3,1,3,13,14,-1,11
2007,7,Gremio,9,3,0,4,5,12,-7,12
2007,7,Palmeiras,8,2,2,3,9,12,-3,13
2007,7,Juventude,7,2,1,4,9,11,-2,14
2007,7,Internacional,7,2,1,4,8,12,-4,15
2007,7,Santos,7,2,1,4,7,11,-4,16
2007,7,Flamengo,7,1,4,2,12,16,-4,17
2007,7,Sport,5,1,2,4,9,13,-4,18
2007,7,Nautico,5,1,2,4,9,15,-6,19
2007,7,America-RN,4,1,1,5,6,12,-6,20
2007,8,Botafogo-RJ,20,6,2,0,20,8,12,1
2007,8,Goias,15,5,0,3,16,9,7,2
2007,8,Parana,15,4,3,1,16,11,5,3
2007,8,Sao Paulo,14,4,2,2,7,2,5,4
2007,8,Cruzeiro,13,4,1,3,19,16,3,5
2007,8,Fluminense,12,3,3,2,12,8,4,6
2007,8,Corinthians,12,3,3,2,8,5,3,7
2007,8,Athletico-PR,12,3,3,2,14,12,2,8
2007,8,Atletico-MG,12,3,3,2,12,10,2,9
2007,8,Figueirense,11,3,2,3,13,14,-1,10
2007,8,Vasco,11,3,2,3,12,13,-1,11
2007,8,Palmeiras,11,3,2,3,10,12,-2,12
2007,8,Gremio,10,3,1,4,5,12,-7,13
2007,8,Sport,8,2,2,4,13,14,-1,14
2007,8,Internacional,8,2,2,4,9,13,-4,15
2007,8,Santos,8,2,2,4,7,11,-4,16
2007,8,Flamengo,8,1,5,2,12,16,-4,17
2007,8,Juventude,7,2,1,5,10,14,-4,18
2007,8,Nautico,5,1,2,5,10,19,-9,19
2007,8,America-RN,4,1,1,6,6,15,-9,20
2007,9,Botafogo-RJ,21,6,3,0,21,9,12,1
2007,9,Sao Paulo,17,5,2,2,8,2,6,2
2007,9,Goias,16,5,1,3,17,10,7,3
2007,9,Parana,16,4,4,1,16,11,5,4
2007,9,Vasco,14,4,2,3,16,13,3,5
2007,9,Figueirense,14,4,2,3,15,15,0,6
2007,9,Palmeiras,14,4,2,3,12,12,0,7
2007,9,Cruzeiro,13,4,1,4,20,18,2,8
2007,9,Gremio,13,4,1,4,8,13,-5,9
2007,9,Fluminense,13,3,4,2,12,8,4,10
2007,9,Corinthians,13,3,4,2,9,6,3,11
2007,9,Athletico-PR,13,3,4,2,15,13,2,12
2007,9,Atletico-MG,13,3,4,2,13,11,2,13
2007,9,Sport,11,3,2,4,15,15,0,14
2007,9,Juventude,10,3,1,5,12,14,-2,15
2007,9,Internacional,8,2,2,5,9,14,-5,16
2007,9,Santos,8,2,2,5,7,15,-8,17
2007,9,Flamengo,8,1,5,3,13,18,-5,18
2007,9,Nautico,6,1,3,5,11,20,-9,19
2007,9,America-RN,4,1,1,7,6,17,-11,20
2007,10,Botafogo-RJ,24,7,3,0,23,9,14,1
2007,10,Goias,19,6,1,3,20,12,8,2
2007,10,Sao Paulo,18,5,3,2,8,2,6,3
2007,10,Palmeiras,17,5,2,3,13,12,1,4
2007,10,Gremio,16,5,1,4,9,13,-4,5
2007,10,Parana,16,4,4,2,16,12,4,6
2007,10,Vasco,14,4,2,4,16,15,1,7
2007,10,Figueirense,14,4,2,4,16,17,-1,8
2007,10,Fluminense,14,3,5,2,13,9,4,9
2007,10,Corinthians,14,3,5,2,10,7,3,10
2007,10,Cruzeiro,13,4,1,5,21,22,-1,11
2007,10,Atletico-MG,13,3,4,3,13,12,1,12
2007,10,Athletico-PR,13,3,4,3,15,15,0,13
2007,10,Sport,11,3,2,5,17,18,-1,14
2007,10,Juventude,11,3,2,5,13,15,-2,15
2007,10,Internacional,11,3,2,5,11,15,-4,16
2007,10,Santos,11,3,2,5,11,16,-5,17
2007,10,Flamengo,8,1,5,4,13,19,-6,18
2007,10,America-RN,7,2,1,7,7,17,-10,19
2007,10,Nautico,6,1,3,6,11,21,-10,20
2007,11,Botafogo-RJ,24,7,3,1,23,12,11,1
2007,11,Goias,19,6,1,4,21,14,7,2
2007,11,Sao Paulo,19,5,4,2,9,3,6,3
2007,11,Palmeiras,18,5,3,3,14,13,1,4
2007,11,Vasco,17,5,2,4,17,15,2,5
2007,11,Figueirense,17,5,2,4,18,18,0,6
2007,11,Gremio,17,5,2,4,10,14,-4,7
2007,11,Fluminense,17,4,5,2,14,9,5,8
2007,11,Cruzeiro,16,5,1,5,23,23,0,9
2007,11,Parana,16,4,4,3,17,14,3,10
2007,11,Sport,14,4,2,5,19,18,1,11
2007,11,Santos,14,4,2,5,14,16,-2,12
2007,11,Internacional,14,4,2,5,13,16,-3,13
2007,11,Corinthians,14,3,5,3,10,10,0,14
2007,11,Athletico-PR,13,3,4,4,15,16,-1,15
2007,11,Atletico-MG,13,3,4,4,13,14,-1,16
2007,11,Juventude,11,3,2,6,13,19,-6,17
2007,11,Flamengo,11,2,5,4,16,20,-4,18
2007,11,America-RN,7,2,1,8,8,19,-11,19
2007,11,Nautico,7,1,4,6,12,22,-10,20
2007,12,Botafogo-RJ,27,8,3,1,26,13,13,1
2007,12,Goias,20,6,2,4,21,14,7,2
2007,12,Vasco,20,6,2,4,21,15,6,3
2007,12,Cruzeiro,19,6,1,5,27,24,3,4
2007,12,Sao Paulo,19,5,4,3,9,4,5,5
2007,12,Parana,19,5,4,3,19,15,4,6
2007,12,Palmeiras,19,5,4,3,16,15,1,7
2007,12,Gremio,18,5,3,4,10,14,-4,8
2007,12,Sport,17,5,2,5,20,18,2,9
2007,12,Internacional,17,5,2,5,16,16,0,10
2007,12,Figueirense,17,5,2,5,18,19,-1,11
2007,12,Fluminense,17,4,5,3,14,12,2,12
2007,12,Athletico-PR,16,4,4,4,19,16,3,13
2007,12,Atletico-MG,16,4,4,4,17,15,2,14
2007,12,Santos,15,4,3,5,16,18,-2,15
2007,12,Corinthians,14,3,5,4,10,13,-3,16
2007,12,Flamengo,12,2,6,4,18,22,-4,17
2007,12,Juventude,11,3,2,7,14,22,-8,18
2007,12,America-RN,7,2,1,9,9,23,-14,19
2007,12,Nautico,7,1,4,7,13,26,-13,20
2007,13,Botafogo-RJ,28,8,4,1,29,16,13,1
2007,13,Sao Paulo,22,6,4,3,12,5,7,2
2007,13,Parana,22,6,4,3,20,15,5,3
2007,13,Gremio,21,6,3,4,11,14,-3,4
2007,13,Vasco,20,6,2,5,23,18,5,5
2007,13,Goias,20,6,2,5,21,17,4,6
